akiec,bcc,bkl,df,mel,nv,vasc,dx
0.00021772,0.000168815,0.80229294,0.00056389,0.008088557,0.1886662,1.89E-06,nv
2.69E-06,0.000261847,0.00364819,0.00019135,0.011233132,0.98465157,1.12E-05,nv
0.00675057,0.10639214,0.021829467,0.001522908,0.048362676,0.8148775,0.000264793,nv
1.29E-06,0.9999646,3.18E-06,2.35E-06,5.20E-06,2.26E-05,7.21E-07,bcc
0.000131979,0.000233861,0.5048374,5.13E-06,0.49168354,0.00310778,3.00E-07,mel
4.30E-06,0.000432833,0.013161597,0.000165904,0.033463098,0.95276445,7.75E-06,nv
5.76E-07,0.000154375,0.001472777,0.00010157,0.003852914,0.99441767,1.89E-07,nv
0.000754802,0.7844355,0.054024015,0.000318459,0.037623152,0.12240932,0.000434691,nv
1.99E-06,1.34E-05,0.004989926,0.96856135,0.015883274,0.010543182,6.98E-06,nv
3.41E-05,0.001151955,0.006784815,0.000875783,0.113321654,0.87781405,1.77E-05,mel
0.00019642,0.9941929,0.003419693,5.61E-06,0.001656328,0.000527416,1.66E-06,bcc
0.005098625,0.00063269,0.093375646,0.000633681,0.57728565,0.3227528,0.000220951,mel
0.000190346,0.001170593,0.024004757,0.000758127,0.06556633,0.9082316,7.82E-05,nv
1.11E-06,3.81E-06,1.54E-05,5.65E-05,0.95927405,0.001179939,0.039469257,mel
0.000376093,1.88E-05,0.523996,7.15E-05,0.003790902,0.47174463,1.97E-06,nv
8.44E-05,0.48090523,0.00217992,0.003018092,0.005630779,0.50812054,6.10E-05,nv
0.000398158,0.8752315,0.12172157,1.81E-05,0.001065613,0.001356596,0.000208523,bcc
0.000234829,0.000894,0.083140835,0.00148021,0.003025052,0.91120315,2.19E-05,nv
8.01E-05,0.000641187,0.031545352,0.002582423,0.002022224,0.9631251,3.61E-06,nv
2.05E-05,0.000392907,0.002654861,0.000100781,0.03391894,0.96286315,4.89E-05,nv
4.80E-05,7.07E-05,0.001920398,0.000572465,0.001639862,0.9957457,2.87E-06,mel
5.14E-05,0.027980356,0.009227763,0.000537823,0.008094491,0.9540899,1.83E-05,nv
1.66E-05,0.000743028,0.001981302,7.37E-05,0.003107495,0.9940263,5.15E-05,nv
0.00289555,0.001472492,0.6752362,0.01571809,0.004189529,0.30036473,0.000123446,nv
0.91712445,0.000687908,0.0818225,1.66E-05,2.18E-05,0.000326111,6.27E-07,scc
0.000404408,0.000168873,0.8917528,0.001686628,0.002356039,0.10360703,2.43E-05,nv
2.26E-07,5.62E-06,0.000162807,9.54E-06,0.00020509,0.9996159,7.61E-07,nv
4.36E-05,8.18E-06,0.9991837,6.29E-07,0.000211919,0.000551707,2.35E-07,bkl
3.52E-06,0.00119874,0.001320913,0.000148179,0.001149268,0.9961748,4.58E-06,nv
9.08E-06,0.01536088,0.000271198,0.00019697,0.001767912,0.98237234,2.16E-05,nv
0.00016181,0.078243926,0.010853427,0.49411285,0.000900046,0.4140441,0.001683872,nv
9.38E-06,1.72E-06,0.99898654,4.14E-06,0.000107539,0.000890665,2.34E-08,bkl
1.23E-06,1.92E-06,1.65E-05,0.999946,8.64E-06,2.53E-05,4.29E-07,df
0.9934875,0.000885982,0.002982248,0.000254141,0.000290628,0.002092961,6.57E-06,akiec
0.9295802,0.002228275,0.04056802,0.002650884,0.005865663,0.019065844,4.11E-05,scc
1.48E-05,0.000144398,9.16E-05,9.38E-05,0.02273331,0.9769126,9.46E-06,nv
2.09E-05,6.09E-05,0.00099125,0.000254212,0.02660739,0.9720029,6.24E-05,nv
3.26E-05,1.43E-05,0.031491045,2.37E-05,0.002585379,0.9658504,2.57E-06,nv
9.34E-05,0.001114858,0.025424559,0.000403906,0.047107287,0.92582494,3.10E-05,nv
1.67E-05,1.88E-06,0.99929607,3.17E-06,1.36E-05,0.000668387,1.91E-07,bkl
2.62E-05,0.000725145,0.18455967,0.000834382,0.09167288,0.7221718,9.95E-06,nv
3.07E-05,0.00072511,0.06764231,0.00109938,0.036109753,0.8943896,3.16E-06,nv
5.08E-05,0.002806335,0.051977687,0.00039367,0.012486939,0.93226373,2.08E-05,nv
0.000268871,0.24936527,0.013949076,0.000623809,0.033005726,0.7027583,2.90E-05,nv
7.56E-05,0.030723805,0.2822182,0.017209383,0.012225098,0.65750057,4.74E-05,nv
5.22E-07,0.99942505,5.90E-06,4.38E-06,0.00023093,0.000330816,2.39E-06,bcc
2.91E-08,1.62E-07,1.78E-07,0.9999975,2.89E-07,1.82E-06,3.30E-09,df
0.000214961,0.004468871,0.01919457,0.000312464,0.02095804,0.954784,6.72E-05,nv
0.000116856,0.000631916,0.006345644,0.001765685,0.000861338,0.99027467,3.93E-06,nv
0.000224496,0.000351712,0.99408036,9.27E-05,0.001242952,0.004004234,3.61E-06,nv
2.32E-06,0.049991436,0.00010796,8.96E-06,0.001265821,0.9486156,7.91E-06,nv
4.93E-05,0.006260756,0.054964766,0.000368061,0.008641759,0.9297091,6.28E-06,nv
0.07156679,0.122969724,0.6078525,0.001814788,0.001914508,0.19368832,0.000193356,bkl
2.34E-05,0.72512066,0.27383313,3.98E-06,0.000719038,0.000277559,2.22E-05,bcc
0.000332745,0.007751314,0.005433813,0.015672531,0.002753296,0.9680332,2.31E-05,nv
5.49E-05,0.033860404,0.001470512,0.000532705,0.001532905,0.9624554,9.32E-05,nv
1.33E-05,0.000102444,0.5800617,0.010406426,0.005945843,0.4034609,9.40E-06,nv
0.000597736,0.25442523,0.001543299,0.001300074,0.000858372,0.7411926,8.27E-05,nv
0.000152209,6.81E-05,0.9877796,0.000421231,0.000316034,0.011261266,1.59E-06,nv
0.000455923,0.000249068,0.66827154,0.000119344,0.000724058,0.33017242,7.68E-06,nv
0.001594366,0.002792741,0.13564122,0.7019914,0.000560322,0.15733989,8.01E-05,df
1.86E-05,9.77E-05,0.004467296,0.003070919,0.000320248,0.9920189,6.27E-06,nv
0.004114657,0.000788442,0.92981017,0.00014801,0.006545248,0.058590055,3.49E-06,bkl
0.000226394,0.08493866,0.001439075,0.000442986,0.01389927,0.8990466,7.15E-06,nv
2.18E-05,0.002734968,0.081480674,0.003545674,0.025300993,0.88687694,3.89E-05,nv
0.000704124,7.15E-05,0.9829737,1.53E-05,0.000475818,0.015758941,6.29E-07,nv
1.37E-05,0.000610605,0.028218016,0.000315156,0.011773096,0.95906764,1.75E-06,nv
0.003704262,0.003787902,0.8721815,0.000364518,0.03769345,0.08222423,4.42E-05,bkl
0.004063583,2.21E-07,0.9949903,9.07E-08,5.82E-05,0.000882682,4.93E-06,bkl
8.95E-05,0.004936601,0.000531749,1.17E-05,0.000462002,0.9939585,9.93E-06,nv
4.03E-06,0.00048936,0.001441046,0.000247698,0.000126075,0.99768984,1.91E-06,nv
0.001420118,0.003998817,0.95646626,0.001136679,0.023543315,0.013418206,1.66E-05,bkl
1.01E-05,0.001673406,0.002116715,0.000315627,0.000234948,0.995641,8.24E-06,nv
1.96E-05,0.9988746,0.00052651,5.25E-06,9.79E-05,0.000472946,3.13E-06,bcc
5.86E-05,0.001165953,0.002156462,0.000569557,0.009730727,0.9863071,1.16E-05,nv
7.31E-06,0.000781959,0.000198933,0.001434655,0.001985526,0.99538076,0.000210888,nv
0.008416625,0.002835527,0.9779499,0.001242362,0.00098352,0.0085349,3.72E-05,nv
0.02842228,0.0121873,0.41163397,0.17259704,0.043622542,0.33083686,0.000700054,nv
0.000320621,0.002090625,0.16235156,0.001037576,0.007329,0.8268473,2.33E-05,nv
0.001889281,0.012355038,0.39389548,0.001867942,0.13817343,0.45178148,3.74E-05,nv
3.55E-07,1.15E-06,0.000155522,3.11E-05,0.000404693,0.9994066,5.14E-07,nv
0.03169042,0.000115901,0.5452005,0.000542175,0.025814898,0.39660823,2.78E-05,nv
1.44E-05,8.63E-05,0.011627807,4.28E-05,0.966018,0.022202494,8.11E-06,mel
0.000284129,0.000378059,0.9761051,5.20E-05,0.002914763,0.020259017,6.98E-06,nv
3.83E-05,5.79E-06,0.061096,3.94E-05,0.004314889,0.9345036,2.07E-06,nv
6.74E-05,1.14E-05,0.7531244,0.000614245,0.000416566,0.24564084,0.000125191,nv
3.02E-09,0.004598685,1.90E-07,7.33E-06,3.05E-05,0.99535805,5.31E-06,nv
0.000118953,0.000978073,0.059356466,9.83E-05,0.019717662,0.9196662,6.44E-05,nv
1.25E-05,0.002803815,0.75877184,0.000624456,0.026316889,0.21145761,1.29E-05,bkl
2.65E-06,0.015272511,0.0659035,0.001361999,0.05504816,0.86237454,3.66E-05,nv
0.000458635,0.000185902,0.03723732,0.000145846,0.00203224,0.9599109,2.90E-05,nv
0.001387654,0.003740972,0.12740262,0.000586753,0.002613841,0.8642658,2.41E-06,nv
1.04E-06,0.9907404,1.79E-05,4.41E-07,1.86E-05,0.009215699,5.87E-06,bcc
0.00026912,0.000976899,0.001501258,0.000134509,0.048166133,0.9488729,7.92E-05,nv
0.001032439,0.00013423,0.5482755,0.00017938,0.000185571,0.4501676,2.53E-05,nv
0.000251939,0.003669525,0.051604796,0.000366896,0.006679555,0.9373778,4.95E-05,nv
0.000148658,0.00286646,0.4736177,0.000631924,0.00476845,0.5179494,1.73E-05,nv
0.00740858,0.002671207,0.21425827,0.005049368,0.33435068,0.43622297,3.89E-05,mel
0.00030322,0.000351128,0.97823024,0.003733851,0.000173816,0.017203221,4.50E-06,bkl
0.015232278,0.00357515,0.96756995,0.000159088,0.000426766,0.013030497,6.36E-06,bkl
2.40E-06,0.000768311,0.000442813,0.000277473,0.000828014,0.9976788,2.24E-06,nv
9.26E-05,0.001098927,0.001073302,0.000970511,0.69776624,0.2988459,0.000152531,mel
0.00792659,0.002511791,0.550142,0.000636522,0.09401542,0.34472024,4.75E-05,mel
0.000201553,0.001494048,0.038005605,0.859613,0.039384805,0.0609665,0.000334523,nv
8.31E-06,0.007524344,0.001567966,0.000344703,0.000281705,0.989953,0.000320024,nv
0.001421074,0.000554358,0.90553176,0.000729856,0.012677338,0.079009734,7.59E-05,nv
0.000165374,0.001592168,0.9331969,0.000230653,0.054582123,0.010197668,3.51E-05,nv
0.000109399,0.17405216,0.42611763,0.035753515,0.0295351,0.33401442,0.000417778,nv
0.000302481,0.028633488,0.13187066,0.000655302,0.000914395,0.8374782,0.000145391,nv
0.9576193,0.000165136,0.040992588,2.85E-05,9.54E-06,0.001184382,5.01E-07,akiec
0.000119606,0.000282915,0.8828558,0.000732473,0.006322231,0.10967877,8.20E-06,nv
1.21E-06,2.72E-05,0.000973141,0.000132833,0.000234907,0.9986305,2.96E-07,nv
3.10E-06,3.87E-05,0.000603011,0.000247522,0.001686547,0.99742055,5.42E-07,nv
0.001555338,0.003748371,0.62227017,3.98E-05,0.012621407,0.35974726,1.76E-05,nv
1.22E-06,2.16E-06,0.9977487,0.000251129,4.20E-05,0.001954021,8.30E-07,bkl
0.001344391,0.004110018,0.84880114,0.017146327,0.01911443,0.1043258,0.005157915,nv
3.04E-05,0.98898566,6.51E-05,0.00012249,6.68E-05,0.010706958,2.27E-05,bcc
2.05E-05,0.000370589,0.017419348,0.001408448,0.00084988,0.9799169,1.44E-05,nv
8.50E-05,0.4993702,0.00927572,0.002153566,0.011854107,0.4772318,2.96E-05,nv
4.16E-07,3.36E-06,4.04E-05,0.000117812,0.000125492,0.9997117,7.89E-07,nv
0.001645785,0.009579151,0.04559063,0.001635824,0.9333859,0.008117909,4.49E-05,mel
0.000857515,0.11074407,0.21814434,0.001990052,0.16906437,0.49883482,0.000364734,nv
0.006887416,0.017940357,0.813145,0.003903814,0.010491079,0.14753771,9.46E-05,bkl
0.002383468,0.98126477,0.004761977,0.000533162,0.000862769,0.010172185,2.15E-05,bcc
2.70E-05,0.000464214,0.010110402,4.71E-05,0.009845378,0.97950405,1.71E-06,nv
2.30E-06,6.29E-07,0.99995005,4.66E-09,1.06E-05,3.60E-05,3.97E-07,bkl
4.54E-05,0.00013273,0.95051074,0.000111929,0.004472172,0.044725,2.01E-06,nv
2.44E-06,8.93E-06,5.64E-05,1.24E-05,0.003443711,0.99639684,7.94E-05,nv
0.002259349,0.004891286,0.1635106,0.21976344,0.009399645,0.60012126,5.44E-05,nv
8.00E-05,0.9395593,0.01846536,1.96E-05,0.000603315,0.041175734,9.67E-05,bcc
9.42E-07,0.99990726,8.38E-06,3.31E-07,2.78E-05,5.51E-05,1.39E-07,bcc
0.001214849,0.012851569,0.9546611,0.002292106,0.002188081,0.0267623,2.99E-05,bkl
2.12E-06,1.54E-05,0.000933718,2.08E-05,0.009804867,0.9892112,1.19E-05,mel
0.000279294,6.89E-05,0.48684624,0.000825279,0.019375006,0.4925357,6.95E-05,nv
0.000547112,0.99296325,0.004363479,2.04E-05,0.000271732,0.001829023,5.03E-06,bcc
3.50E-05,0.000127871,0.26695296,0.000513299,0.010213059,0.7221516,6.28E-06,nv
0.000112858,0.000482327,0.021344643,0.000197339,0.001583288,0.9762749,4.61E-06,nv
0.000490895,0.000433679,0.98705775,0.000431803,0.00081735,0.010764672,3.88E-06,nv
5.53E-05,0.000490505,0.12095631,0.000843347,0.002928641,0.87472206,3.91E-06,nv
0.000214785,8.53E-05,0.81784785,4.72E-05,0.000567438,0.18123552,1.93E-06,nv
0.007571864,0.002260855,0.9729177,5.89E-05,0.015989335,0.001199641,1.76E-06,bkl
4.31E-06,2.53E-05,0.006790015,2.63E-05,0.002374367,0.99077386,5.85E-06,nv
0.00087711,0.088173516,0.906358,3.52E-05,0.002660825,0.001892366,2.93E-06,bcc
4.88E-06,0.000120342,0.11738955,0.001963983,0.005144438,0.87526035,0.00011649,nv
3.20E-05,0.004552399,0.001082842,0.00020815,0.000108383,0.99400735,8.74E-06,nv
0.002890498,0.000586853,0.98586106,5.11E-05,0.000855639,0.009752414,2.33E-06,bkl
0.005070269,0.006479397,0.34998137,6.53E-05,0.6308084,0.007590002,5.29E-06,mel
2.02E-05,7.54E-05,0.07205043,0.0010875,0.045309793,0.88145435,2.26E-06,nv
3.94E-05,0.001374236,0.075587235,0.000136476,0.8534032,0.0683214,0.001138104,mel
0.000131807,0.000955382,0.002684554,0.003122467,0.017059103,0.9760359,1.09E-05,nv
5.65E-06,0.120597795,0.06405884,3.20E-06,0.00055754,0.8147598,1.72E-05,nv
1.83E-06,7.55E-05,0.001363825,0.000342746,0.000400606,0.99781215,3.36E-06,nv
5.79E-05,6.52E-05,0.5390162,5.47E-05,0.000580627,0.46022305,2.32E-06,nv
0.000191218,0.000140826,0.82286155,7.92E-05,0.02923676,0.14748445,6.03E-06,mel
7.50E-05,0.00141763,0.004657767,0.044812374,0.011673799,0.9372731,9.04E-05,nv
4.96E-06,0.9963935,0.000723939,1.72E-05,0.000180075,0.002200779,0.000479521,bcc
1.18E-05,0.000233141,0.005670424,0.000173914,0.002793377,0.9911111,6.27E-06,nv
2.19E-05,0.000120482,0.09952408,6.21E-05,0.07259233,0.82766956,9.66E-06,mel
5.28E-07,1.15E-05,0.001650461,7.32E-05,0.007694256,0.9905697,3.52E-07,nv
0.002437793,3.91E-05,0.7870988,1.84E-05,0.000547422,0.2098552,3.33E-06,bkl
0.00024343,0.005101015,0.113924965,0.001079165,0.41440183,0.46520787,4.17E-05,mel
0.000281214,0.000172501,0.9807396,0.000238199,0.000782762,0.01778265,3.06E-06,bkl
2.13E-06,0.000149338,0.00473751,3.94E-05,0.000328448,0.9947429,3.43E-07,nv
3.45E-05,0.00023252,0.011636641,0.000400639,0.122252196,0.8654086,3.50E-05,nv
0.001898444,0.000205247,0.8305618,5.33E-05,0.10580396,0.06147264,4.44E-06,mel
1.56E-05,8.56E-05,0.020998662,0.000193383,0.000536949,0.9781681,1.83E-06,nv
1.07E-07,0.002382586,0.000104833,7.51E-05,7.48E-05,0.997274,8.87E-05,nv
0.000481695,7.11E-06,0.89000785,1.34E-05,0.00773973,0.1017476,2.53E-06,nv
0.011429718,0.001326879,0.8459569,0.00041585,0.0715718,0.06926854,3.03E-05,mel
8.93E-06,0.001568606,0.004441483,8.79E-05,7.14E-05,0.9938158,5.86E-06,nv
0.018098919,0.012942547,0.047248207,0.27286103,0.03979689,0.60895085,0.000101558,nv
0.000264239,0.000528037,0.25520158,0.000660516,0.007965713,0.73535407,2.59E-05,nv
0.027279371,0.63579285,0.33378547,0.000137445,0.000955958,0.002029627,1.93E-05,bcc
0.73865414,0.20759127,0.05186296,0.000205931,0.001306686,0.000377159,1.82E-06,scc
3.07E-05,9.55E-05,0.9836585,0.000127873,0.009036996,0.007048747,1.69E-06,nv
3.15E-06,5.34E-05,0.01820086,0.001068985,0.016696466,0.96397215,4.97E-06,nv
0.001825153,0.29637384,0.37266046,0.000367723,0.10440978,0.22429946,6.36E-05,nv
7.61E-05,0.000279998,0.041954402,8.40E-05,0.002001498,0.9555971,6.94E-06,nv
3.17E-05,0.000329253,0.114884496,0.000444496,0.007546728,0.87674296,2.03E-05,nv
3.10E-05,0.023440907,0.023134716,0.00220572,0.009457313,0.9416644,6.60E-05,nv
0.000128074,4.45E-05,0.9967303,0.000164668,0.000126056,0.002803312,3.05E-06,bkl
0.51133806,0.05816822,0.4254166,0.000495089,0.003105957,0.00147009,5.96E-06,scc
7.39E-06,0.000173859,0.7690302,0.000153389,0.024219193,0.20641544,4.61E-07,nv
0.003238347,0.010250649,0.9114039,0.001751207,0.002251833,0.071078174,2.58E-05,bkl
6.76E-05,0.001504329,0.004656699,0.051630292,0.002551124,0.9394867,0.000103351,nv
0.00011743,0.00044607,0.33614308,0.000979399,0.003424919,0.6588609,2.82E-05,nv
1.78E-05,0.00057502,0.009054108,0.000408628,0.009915643,0.9800245,4.31E-06,nv
0.000677195,0.029542077,0.7162327,0.000695522,0.000947014,0.2517104,0.00019497,bkl
0.006177122,0.013191051,0.94961756,0.002276587,0.013273308,0.015419989,4.44E-05,bcc
0.000340038,0.000439551,0.025424667,0.000638388,0.5433919,0.42962578,0.000139701,mel
1.66E-05,0.00161434,0.03410874,0.00320178,0.000374454,0.9606774,6.67E-06,nv
7.78E-06,6.26E-06,0.07327463,0.000160377,0.005584664,0.92096454,1.74E-06,nv
0.001222402,0.005551852,0.778383,0.000853336,0.006494516,0.20747826,1.66E-05,nv
9.30E-05,0.000412101,0.48422298,6.86E-05,0.004946947,0.51024973,6.64E-06,nv
0.06027252,1.99E-06,0.9365415,2.71E-07,0.00018661,0.002996232,8.47E-07,bkl
2.92E-05,0.000604052,0.087033845,7.46E-05,0.00102126,0.9112344,2.58E-06,nv
0.04709969,0.09379033,0.67872345,0.004328273,0.12954575,0.046453252,5.93E-05,bkl
0.001817369,9.83E-05,0.99608815,3.41E-05,8.04E-05,0.001879986,1.66E-06,nv
0.000580894,0.001431908,0.071936704,0.000238441,0.25874418,0.66697943,8.84E-05,nv
0.001075638,0.000542952,0.28442225,0.00070142,0.1291507,0.58409154,1.54E-05,nv
0.000850676,0.002685204,0.95560604,0.000210356,0.01265694,0.027976654,1.41E-05,bcc
5.78E-06,6.59E-05,0.1019023,0.000269369,0.7629094,0.13482168,2.56E-05,mel
8.44E-05,0.012576908,0.003709312,0.00071911,0.06256613,0.92012477,0.000219502,nv
0.001045151,0.002983712,0.9427791,0.000554445,0.004916905,0.047709282,1.14E-05,bkl
2.62E-08,1.18E-06,0.99991775,8.76E-08,3.64E-06,7.73E-05,1.09E-08,bkl
0.00044872,0.000423405,0.13301547,0.000328228,0.06344927,0.8022754,5.94E-05,nv
0.031847265,0.014136612,0.22171165,0.001584378,0.12829489,0.6019216,0.000503657,nv
8.98E-06,0.000431639,0.08995021,3.01E-05,0.0464396,0.86313444,4.95E-06,nv
6.87E-06,0.010443266,0.000224387,0.000287188,0.001895708,0.9871314,1.11E-05,nv
0.000306824,0.001065772,0.11749664,0.002882335,0.041884866,0.8362927,7.08E-05,nv
1.85E-07,0.000500973,0.000495589,4.65E-05,0.000941696,0.99801314,1.90E-06,nv
8.86E-06,0.00012646,0.001510271,0.006274465,0.003015005,0.9890603,4.62E-06,nv
0.01365413,0.025686232,0.7983893,0.004099721,0.003326917,0.15473165,0.000112155,akiec
9.85E-06,0.02260424,0.014566123,0.000231206,0.006404582,0.9561638,2.03E-05,nv
7.26E-06,0.008088362,0.000413188,0.000147271,0.020579856,0.97070855,5.54E-05,nv
0.002295841,0.000668621,0.6671196,0.001133504,0.031982936,0.29678553,1.39E-05,nv
0.000181601,0.00078296,0.05339984,0.000139063,0.004038852,0.9414488,8.92E-06,nv
7.41E-05,0.002538549,0.99668026,2.10E-06,0.000147921,0.000555167,1.92E-06,bcc
0.000381262,0.001231334,0.07029382,0.000140586,0.002080132,0.9258622,1.06E-05,nv
9.86E-05,0.000850559,0.8466306,4.26E-05,0.052516196,0.09985445,6.92E-06,nv
3.80E-05,0.009532829,0.000982533,0.000673316,0.051316213,0.9372805,0.00017665,nv
0.001377665,0.19190723,0.049707193,0.007376547,0.029495213,0.71999854,0.000137625,nv
8.83E-06,0.000147284,0.9996929,8.54E-07,0.000109368,4.07E-05,1.93E-08,bkl
0.00013018,0.001631735,0.97747755,1.51E-05,0.00212042,0.01862016,4.90E-06,bkl
0.000165341,0.001739947,0.00323871,0.000458194,0.027961692,0.9664307,5.42E-06,nv
9.51E-07,0.002791253,0.000453768,2.46E-05,0.000255182,0.99152094,0.004953316,nv
7.41E-05,0.00030557,0.015301357,3.31E-05,0.0436695,0.9405664,4.99E-05,nv
0.000876864,0.00061884,0.8542949,2.76E-05,0.002574905,0.14158951,1.74E-05,bkl
2.75E-05,0.000256149,0.038012214,0.001598354,0.002709254,0.9573898,6.80E-06,nv
0.000118918,0.3378615,0.00250631,0.001249187,0.006604906,0.6515753,8.39E-05,nv
4.41E-07,0.00010044,0.000253048,9.15E-05,0.000529193,0.9990245,1.01E-06,nv
8.60E-05,0.003598128,0.054796506,0.00185187,0.009259985,0.93039036,1.71E-05,nv
0.000111835,0.00626688,0.05356825,0.000269622,0.05294949,0.8866826,0.000151245,nv
0.002162705,0.00049965,0.97915,3.36E-05,0.015652666,0.00249963,1.72E-06,bkl
7.11E-05,2.55E-05,0.86238796,6.60E-05,0.00207345,0.13533293,4.32E-05,nv
5.80E-06,0.000115401,0.037597515,0.000535145,0.003600567,0.95814157,4.11E-06,nv
0.011261803,0.4123026,0.5607747,0.000199654,0.004761834,0.0106762,2.32E-05,bkl
0.000580193,0.000295931,0.009646934,0.000825709,0.001025166,0.98761576,1.02E-05,nv
7.13E-05,0.002233568,0.019602193,0.000303579,0.009522642,0.9682389,2.79E-05,nv
0.000234308,0.003384744,0.7052583,0.001543935,0.001704896,0.28716636,0.000707361,nv
9.21E-05,0.000175737,0.86994904,6.97E-05,0.01030477,0.11939923,9.40E-06,nv
2.39E-05,0.001317141,0.40946677,0.003192186,0.20885931,0.3771278,1.29E-05,nv
0.053645894,7.91E-06,0.9428253,3.25E-07,0.000105216,0.003401958,1.34E-05,bkl
0.000395495,0.016659992,0.84010875,1.74E-05,0.001518292,0.1412975,2.57E-06,bcc
2.52E-07,1.20E-06,2.45E-05,3.13E-06,0.000262478,0.999708,4.46E-07,nv
0.000406964,0.000924809,0.005478129,0.0015276,0.54175997,0.4497981,0.000104469,mel
0.001011983,0.695413,0.30100718,4.31E-05,0.001856001,0.000597962,7.08E-05,bcc
0.00082336,0.001953998,0.11748249,0.000466301,0.033716846,0.84549475,6.23E-05,nv
4.47E-06,5.62E-05,0.002254377,2.62E-05,0.006065644,0.9914858,0.000107277,nv
0.002577155,0.32454672,0.17688656,0.006154252,0.035502918,0.4543105,2.19E-05,nv
4.44E-05,0.001443422,0.12377052,0.009832517,0.017253052,0.8475773,7.88E-05,nv
1.82E-08,3.94E-07,9.28E-07,3.26E-08,0.000270843,0.000172257,0.9995555,vasc
0.007243791,0.009002496,0.6451369,0.000312124,0.00573365,0.33254054,3.05E-05,nv
0.000170099,0.00088615,0.993768,5.74E-06,0.00027327,0.004892824,3.96E-06,bkl
0.001123739,0.96339035,0.002881889,0.000255182,0.000114861,0.032198675,3.53E-05,bcc
3.90E-05,0.000692623,0.32544327,0.000486472,0.03904552,0.63428986,3.22E-06,nv
5.61E-05,3.50E-05,0.9581871,4.49E-05,0.002463481,0.039211214,2.27E-06,nv
0.00059481,9.77E-05,0.27655753,0.037465524,0.001697803,0.68358237,4.26E-06,nv
6.62E-06,0.00122845,0.021098476,0.001700884,0.001530523,0.97442967,5.42E-06,nv
0.000266805,0.000598354,0.031507913,0.000760247,0.007228538,0.9596081,3.00E-05,nv
1.02E-05,0.000643791,0.002158624,9.06E-05,0.001093417,0.996002,1.39E-06,nv
1.27E-05,0.000960678,0.000802663,0.000722983,0.000703463,0.9967884,9.17E-06,nv
0.5025723,0.031044414,0.44612962,0.001092099,0.000397068,0.018729495,3.49E-05,scc
4.90E-05,0.001030048,0.15986504,0.001192841,0.01145731,0.8264036,2.14E-06,nv
3.27E-05,0.006838397,0.09788227,0.007723833,0.000589593,0.88690096,3.22E-05,nv
0.005572473,0.000555381,0.6501496,0.01007124,0.039753404,0.2938796,1.83E-05,nv
1.15E-06,0.004517715,4.57E-05,7.73E-05,0.012813615,0.9825112,3.33E-05,nv
1.63E-06,0.004006611,0.000253468,0.000109177,0.000857861,0.9947607,1.05E-05,nv
9.46E-06,0.05953646,0.001421351,9.71E-05,0.003221547,0.93570644,7.70E-06,nv
1.13E-05,0.000110399,5.78E-05,0.000488727,0.9276501,0.004158228,0.06752342,mel
1.47E-05,0.51226765,0.000115167,2.42E-05,0.00079427,0.48677513,8.86E-06,nv
5.35E-07,2.04E-05,0.000253189,3.38E-05,0.001389763,0.9982924,9.91E-06,nv
0.07633254,0.041272335,0.64049625,0.030864583,0.07672009,0.13347884,0.000835399,nv
5.04E-05,3.00E-05,0.98805726,1.34E-06,0.010356677,0.001504303,1.02E-07,mel
0.000351905,0.000660248,0.048675653,0.001302002,0.004387862,0.9446122,1.02E-05,nv
0.8170512,0.004236653,0.15667135,0.002150168,0.004047295,0.015816016,2.74E-05,scc
3.32E-06,0.000522601,0.000134373,0.000438982,0.000818619,0.99807537,6.72E-06,nv
0.00087563,0.15262347,0.008563458,0.006420583,0.62015486,0.20125943,0.010102593,nv
0.000233358,0.006556863,0.025288727,0.253292,0.005479181,0.7089015,0.000248422,nv
0.001973189,0.014889211,0.09327704,0.02397735,0.07425213,0.79097843,0.000652726,nv
0.000170932,0.004004119,0.87485605,7.36E-07,0.12083892,0.000129086,1.30E-07,bkl
0.000334747,0.000216115,0.21053696,0.000342475,0.24856111,0.53920454,0.000804023,nv
0.000495079,9.65E-05,0.140535,0.001557238,0.041156568,0.8160939,6.57E-05,nv
6.28E-08,7.61E-05,3.07E-05,5.51E-05,0.00016018,0.9996772,9.12E-07,nv
0.026821662,0.000988658,0.96856624,3.98E-05,0.000997832,0.002582792,2.93E-06,nv
0.000215984,0.000556747,0.7394955,0.006462604,0.064360194,0.18469203,0.00421698,nv
5.86E-06,2.57E-05,0.000900608,0.000109407,2.13E-05,0.9989355,1.56E-06,nv
3.88E-05,0.002203365,0.025234066,0.001948303,0.01056473,0.9600019,8.77E-06,nv
8.85E-05,0.123320095,0.002860508,0.012371892,0.000365554,0.8609252,6.83E-05,nv
0.002833284,0.001365398,0.94163084,0.006920165,0.00234864,0.04470125,0.00020035,bkl
0.000108958,0.000217618,0.49460894,0.001863039,0.008101341,0.49508983,1.03E-05,nv
0.000248801,0.000534149,0.18538766,0.001889981,0.001997833,0.80986184,7.96E-05,nv
2.15E-05,8.63E-05,0.73530096,0.027956996,0.000358688,0.2362234,5.21E-05,nv
4.28E-06,0.000158535,0.003547965,0.000739163,0.000734268,0.99480385,1.18E-05,nv
0.001007702,0.00469292,0.9854316,9.83E-06,0.000352152,0.008483492,2.23E-05,bkl
0.37994632,0.004174335,0.6086601,9.10E-05,0.003606632,0.003516153,5.41E-06,scc
